numero_ot,fecha_deteccion,fecha_programada,severidad,tipo,prioridad,equipo,ubicacion,thd_detectado,score_anomalia,especialidad_requerida,duracion_estimada_horas,costo_total_estimado,tiempo_respuesta,prescripciones,estado,responsable,observaciones
OT-FP1-20250906-0187,2025-08-25 09:18:00,2025-08-25 17:18:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.5374285714285714,-0.5959842308991212,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.537, Score: -0.596"
OT-FP1-20250906-0188,2025-08-25 09:27:00,2025-08-25 17:27:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.3797142857142857,-0.5800680555525495,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.380, Score: -0.580"
OT-FP1-20250906-0189,2025-08-26 00:45:00,2025-08-26 08:45:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.6411428571428571,-0.5601661770283253,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.641, Score: -0.560"
OT-FP1-20250906-0190,2025-08-26 00:54:00,2025-08-26 08:54:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.9268571428571428,-0.6686452157964332,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.927, Score: -0.669"
OT-FP1-20250906-0191,2025-08-26 01:12:00,2025-08-26 09:12:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.4285714285714286,-0.5498652564971461,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.429, Score: -0.550"
OT-FP1-20250906-0192,2025-08-26 01:21:00,2025-08-26 09:21:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.4385714285714288,-0.5585076918229628,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.439, Score: -0.559"
OT-FP1-20250906-0193,2025-08-27 06:54:00,2025-08-27 14:54:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.596,-0.5905846453352303,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.596, Score: -0.591"
OT-FP1-20250906-0194,2025-08-27 07:03:00,2025-08-27 15:03:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.4445714285714288,-0.6357681293401489,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.445, Score: -0.636"
OT-FP1-20250906-0195,2025-08-27 07:39:00,2025-08-27 15:39:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.4000000000000001,-0.5634352020296313,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.400, Score: -0.563"
OT-FP1-20250906-0196,2025-08-27 07:57:00,2025-08-27 15:57:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.3342857142857143,-0.5540326220677635,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.334, Score: -0.554"
OT-FP1-20250906-0197,2025-08-27 08:06:00,2025-08-27 16:06:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.3645714285714285,-0.578005334870907,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.365, Score: -0.578"
OT-FP1-20250906-0198,2025-08-27 08:15:00,2025-08-27 16:15:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.4342857142857142,-0.5735504418200033,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.434, Score: -0.574"
OT-FP1-20250906-0199,2025-08-27 08:24:00,2025-08-27 16:24:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.354642857142857,-0.5709659087476616,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.355, Score: -0.571"
OT-FP1-20250906-0200,2025-08-27 08:33:00,2025-08-27 16:33:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.3560714285714288,-0.575196236152147,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.356, Score: -0.575"
OT-FP1-20250906-0201,2025-08-27 08:42:00,2025-08-27 16:42:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.3557142857142856,-0.5710558487822845,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.356, Score: -0.571"
OT-FP1-20250906-0202,2025-08-27 08:51:00,2025-08-27 16:51:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.1942857142857142,-0.574741059783147,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.194, Score: -0.575"
OT-FP1-20250906-0203,2025-08-27 09:00:00,2025-08-27 17:00:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.31,-0.5673009184486351,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.310, Score: -0.567"
OT-FP1-20250906-0204,2025-08-27 09:09:00,2025-08-27 17:09:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.343142857142857,-0.5614490653753228,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.343, Score: -0.561"
OT-FP1-20250906-0205,2025-08-27 09:18:00,2025-08-27 17:18:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.349714285714286,-0.564624550664301,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.350, Score: -0.565"
OT-FP1-20250906-0206,2025-08-27 09:27:00,2025-08-27 17:27:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.3217142857142858,-0.5597828213640994,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.322, Score: -0.560"
OT-FP1-20250906-0207,2025-08-27 09:36:00,2025-08-27 17:36:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.2751428571428571,-0.5470008144011855,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.275, Score: -0.547"
OT-FP1-20250906-0208,2025-08-27 09:45:00,2025-08-27 17:45:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.3219999999999998,-0.5570094661469117,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.322, Score: -0.557"
OT-FP1-20250906-0209,2025-08-27 09:54:00,2025-08-27 17:54:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.3325714285714287,-0.5537810103650611,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.333, Score: -0.554"
OT-FP1-20250906-0210,2025-08-27 10:03:00,2025-08-27 18:03:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.414,-0.5408077638150323,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.414, Score: -0.541"
OT-FP1-20250906-0211,2025-08-27 10:12:00,2025-08-27 18:12:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.402,-0.5409063982216572,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.402, Score: -0.541"
OT-FP1-20250906-0212,2025-08-28 13:21:00,2025-08-28 21:21:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8394285714285713,-0.5646733004641169,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.839, Score: -0.565"
